id.x,species.x,alternate_nomenclature,category,common_name,functional_role,range,life_stage,body_size_mm,n_s_both,commonality,source,zone,habitat_notes,solitary_aggregating_colonial,mobile_or_sessile,preys_on,trophic_strategy,how_picky,eaten_by,non_trophic_epicommensal_w,mutualist_w,parasitized_by,unknown_symbiosis,parasitic_on,how_picky_symbiotically,notes,node_type,node_resolution,web_enter_code,enter_code_2,googled,justification,confidence,date_added,species2,id.y,kingdom,subkingdom,infrakingdom,phylum,class,subclass,order,family,genus,species.y,subphylum,infraphylum,parvphylum,gigaclass,superclass,subfamily,phylum_division,subphylum_subdivision,suborder,infraclass,subterclass,superfamily,tribe,superorder,infraorder,section,subsection,subgenus,parvorder
2298,Halosaccion glandiforme,NA,algae,dead man's fingers,NA,"Aleutian Islands to Point Conception, CA",adult,NA,N,present,Biodiversity of the Central Coast,middle to low,"usually grows on rock, showing a very marked preference for the rough, exposed points of rock rather than the cracks and valleys",solitary,sessile,NA,primary producer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,add,NA,NA,NA,4/1/24,Halosaccion glandiforme,372579,Plantae,Biliphyta,NA,NA,Florideophyceae,Nemaliophycidae,Palmariales,Palmariaceae,Halosaccion,Halosaccion glandiforme,NA,NA,NA,NA,NA,NA,Rhodophyta,Eurhodophytina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2321,Odonthalia floccosa,NA,red algae,sea brush,NA,"South British Columbia to Point Conception, CA",adult,40000,N,locally abundant,Marine Algae of California,all,restricted to intertidal rocks subjected to strong surf,solitary,sessile,NA,primary producer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,add,NA,NA,NA,4/1/24,Odonthalia floccosa,372621,Plantae,Biliphyta,NA,NA,Florideophyceae,Rhodymeniophycidae,Ceramiales,Rhodomelaceae,Odonthalia,Odonthalia floccosa,NA,NA,NA,NA,NA,NA,Rhodophyta,Eurhodophytina,NA,NA,NA,NA,Rhodomeleae,NA,NA,NA,NA,NA,NA
2315,Plocamium oregonum,NA,red algae,NA,NA,"South British Columbia to Sonoma, CA",adult,13000,N,uncommon,Marine Algae of California,low,NA,solitary,sessile,NA,primary producer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,add,NA,NA,NA,4/1/24,Plocamium oregonum,372632,Plantae,Biliphyta,NA,NA,Florideophyceae,Rhodymeniophycidae,Plocamiales,Plocamiaceae,Plocamium,Plocamium oregonum,NA,NA,NA,NA,NA,NA,Rhodophyta,Eurhodophytina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2316,Polysiphonia hendryi,NA,red algae,NA,NA,Alaska to Baja California,adult,1500,Both,common,Marine Algae of California,all,"varies, can be epiphtic",solitary,sessile,NA,primary producer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species Complex,NA,add,NA,NA,NA,4/1/24,Polysiphonia hendryi,372637,Plantae,Biliphyta,NA,NA,Florideophyceae,Rhodymeniophycidae,Ceramiales,Rhodomelaceae,Polysiphonia,Polysiphonia hendryi,NA,NA,NA,NA,NA,NA,Rhodophyta,Eurhodophytina,NA,NA,NA,NA,Polysiphonieae,NA,NA,NA,NA,NA,NA
2318,Pterocladiella caloglossoides,Pterocladia caloglossoides,red algae,NA,NA,Central California to Baja California,adult,2000,S,rare,Marine Algae of California,all,intertidal,solitary,sessile,NA,primary producer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,add,NA,NA,NA,4/1/24,Pterocladiella caloglossoides,374578,Plantae,Biliphyta,NA,NA,Florideophyceae,Rhodymeniophycidae,Gelidiales,Pterocladiaceae,Pterocladiella,Pterocladiella caloglossoides,NA,NA,NA,NA,NA,NA,Rhodophyta,Eurhodophytina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2300,Callopora minuscula,Hincksina minuscula,bryozoan,NA,NA,unknown,adult,NA,N,unclear,Goddard 1984,unknown,unknown,colonial,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,"can't find a source for this species (either genus) in any credible species lists except WORMS, which doesn't have a reference for the species. Only exists in diet reports by Jeff Goddard.",Taxonomic,Species,NA,add,NA,NA,NA,4/1/24,Callopora minuscula,469295,Animalia,NA,NA,Bryozoa,Gymnolaemata,NA,Cheilostomatida,Calloporidae,Callopora,Callopora minuscula,NA,NA,NA,NA,NA,NA,NA,NA,Flustrina,NA,NA,Calloporoidea,NA,NA,NA,NA,NA,NA,NA
2329,Canaceoides nudatus,NA,insect,beach fly,free living invertebrate eggs,NA,eggs,NA,Both,present,"Morris, Abbott, & Haderlie; Light & Smith",high to middle,on algae,solitary,sessile,"Enteromorpha sp., ""green algae"", Ulva sp.",non-feeding life stage,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Life Stage,NA,add,NA,NA,NA,4/5/24,Canaceoides nudatus,494288,Animalia,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Canacidae,Canaceoides,Canaceoides nudatus,Crustacea,NA,NA,NA,Allotriocarida,NA,NA,NA,Brachycera,Pterygota,NA,Carnoidea,NA,NA,Muscomorpha,Schizophora,Acalyptrata,NA,NA
2311,Petrocelis franciscana,NA,coralline algae,crustose coralline algae,NA,"Hope Island, British Columbia, to Baja California",adult,1,Both,common,Marine Algae of California,high to middle,on rocky headlands,solitary,sessile,NA,primary producer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,add,NA,NA,NA,4/1/24,Petrocelis franciscana,496475,Plantae,Biliphyta,NA,NA,Florideophyceae,Rhodymeniophycidae,Gigartinales,Phyllophoraceae,Petrocelis,Petrocelis franciscana,NA,NA,NA,NA,NA,NA,Rhodophyta,Eurhodophytina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2312,Petrocelis haematis,NA,coralline algae,crustose coralline algae,NA,"Pacific Grove and Corona del Mar, CA",adult,1,S,locally present,Marine Algae of California,all,on loose rocks,solitary,sessile,NA,primary producer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Genus,NA,add,NA,NA,NA,4/1/24,Petrocelis haematis,500457,Plantae,Biliphyta,NA,NA,Florideophyceae,Rhodymeniophycidae,Gigartinales,Phyllophoraceae,Petrocelis,Petrocelis haematis,NA,NA,NA,NA,NA,NA,Rhodophyta,Eurhodophytina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2295,Bulla gouldiana,NA,snail,California bubble snail,NA,"Morro Bay, CA to Ecuador",adult,55,Both,unclear,NONE,middle to low,more common on sandy bottoms but ZZ finds them regularly in the RIZ at Alegria,solitary,mobile,green algae,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,"I thought I PO'd this on 3/26/2024 at Ellwood Bluffs RIZ but it was not large like Bulla. Likely a Haminoea sp., parsimony indicates H. virescens",Taxonomic,Species,NA,add,NA,NA,NA,4/1/24,Bulla gouldiana,510427,Animalia,NA,NA,Mollusca,Gastropoda,Heterobranchia,Cephalaspidea,Bullidae,Bulla,Bulla gouldiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,Euthyneura,Tectipleura,Bulloidea,NA,NA,NA,NA,NA,NA,NA
2352,Desdimelita californica,Melita californica,gammarid,NA,NA,NA,adult,10,Both,present,Light & Smith,all,Among cobbles to fine sediments,solitary,mobile,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,add,NA,NA,NA,4/5/24,Desdimelita californica,536751,Animalia,NA,NA,Arthropoda,Malacostraca,Eumalacostraca,Amphipoda,Melitidae,Desdimelita,Desdimelita californica,Crustacea,NA,NA,NA,Multicrustacea,NA,NA,NA,Senticaudata,NA,NA,Hadzioidea,NA,Peracarida,Hadziida,NA,NA,NA,Hadziidira
2345,Mysidobdella californiensis,NA,leech,NA,NA,NA,adult,NA,Both,present,"Burreson, Kim, and Passarelli 2012",low,on Holmesimysis sculpta carapace,solitary,sessile,NA,parasite,obligate specialist,NA,NA,NA,NA,NA,Holmesimysis sculpta,NA,NA,Taxonomic,Species,NA,add,NA,NA,NA,4/5/24,Mysidobdella californiensis,588635,Animalia,NA,NA,Annelida,Clitellata,Hirudinea,Rhynchobdellida,Piscicolidae,Mysidobdella,Mysidobdella californiensis,NA,NA,NA,NA,NA,Platybdellinae,NA,NA,NA,Euhirudinea,NA,NA,NA,NA,NA,NA,NA,NA,NA
2302,Lasaea cistula,NA,clam,NA,NA,"Moss Beach, CA to Baja California",adult,3,Both,present,"Morris, Abbott, and Haderlie; Keen 1938",high to middle,in holdfasts of Postelsia,solitary,mobile,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,add,NA,NA,NA,4/1/24,Lasaea cistula,606432,Animalia,NA,NA,Mollusca,Bivalvia,Autobranchia,Galeommatida,Lasaeidae,Lasaea,Lasaea cistula,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heteroconchia,Euheterodonta,Galeommatoidea,NA,Imparidentia,NA,NA,NA,NA,NA
2335,Dicranomyia (Idioglochina) marmorata,Limonia marmorata,insect,crane fly,free living invertebrate eggs,NA,eggs,NA,N,common,"Morris, Abbott, & Haderlie; Light & Smith",high to middle,"swarming over algae, overhanging rocks",aggregating,sessile,NA,non-feeding life stage,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Life Stage,NA,add,NA,NA,NA,4/5/24,Dicranomyia (Idioglochina) marmorata,712104,Animalia,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Limoniidae,Dicranomyia,Dicranomyia (Idioglochina) marmorata,Crustacea,NA,NA,NA,Allotriocarida,Limoniinae,NA,NA,Nematocera,Pterygota,NA,NA,NA,NA,Tipulomorpha,NA,NA,Dicranomyia (Idioglochina),NA
2362,Aporocotyle macfarlani,NA,trematode,NA,NA,NA,adult,NA,Both,present,205,all,Sebastes melanops,solitary,sessile,NA,parasite,obligate specialist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,add,NA,NA,NA,4/5/24,Aporocotyle macfarlani,725754,Animalia,NA,NA,Platyhelminthes,Trematoda,Digenea,Diplostomida,Aporocotylidae,Aporocotyle,Aporocotyle macfarlani,Rhabditophora,NA,NA,NA,Neodermata,NA,NA,NA,Diplostomata,NA,NA,Schistosomatoidea,NA,NA,NA,NA,NA,NA,NA
2369,Genolinea manteri,NA,trematode,NA,NA,NA,adult,NA,Both,present,205,all,in fish,solitary,sessile,NA,parasite,obligate generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,add,NA,NA,NA,4/5/24,Genolinea manteri,726939,Animalia,NA,NA,Platyhelminthes,Trematoda,Digenea,Plagiorchiida,Bunocotylidae,Genolinea,Genolinea manteri,Rhabditophora,NA,NA,NA,Neodermata,Opisthadeninae,NA,NA,Hemiurata,NA,NA,Hemiuroidea,NA,NA,NA,NA,NA,NA,NA
2361,Anteaeolidiella chromosoma,NA,nudibranch,colorful aeolid,NA,"San Pedro, CA",adult,NA,S,present,175,middle,intertidal zone of Deadman's Island,solitary,mobile,Diadumene,micropredator,obligate specialist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,add,NA,NA,NA,4/5/24,Anteaeolidiella chromosoma,730438,Animalia,NA,NA,Mollusca,Gastropoda,Heterobranchia,Nudibranchia,Aeolidiidae,Anteaeolidiella,Anteaeolidiella chromosoma,NA,NA,NA,NA,NA,NA,NA,NA,Cladobranchia,Euthyneura,Ringipleura,Aeolidioidea,NA,Nudipleura,NA,NA,NA,NA,NA
2360,Hexagrammia zhukovi,Anisorchis zhukovi,trematode,NA,NA,NA,adult,NA,Both,present,205,all,Hexagrammos lagocephalus,NA,NA,NA,parasite,obligate specialist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,add,NA,NA,NA,4/5/24,Hexagrammia zhukovi,990558,Animalia,NA,NA,Platyhelminthes,Trematoda,Digenea,Plagiorchiida,Stenakridae,Hexagrammia,Hexagrammia zhukovi,Rhabditophora,NA,NA,NA,Neodermata,NA,NA,NA,Xiphidiata,NA,NA,Opecoeloidea,NA,NA,NA,NA,NA,NA,NA
2317,Pterocladiella media,Pterocladia media,red algae,NA,NA,"San Francisco, CA, to Baja California",adult,3000,Both,uncommon,Marine Algae of California,all,in sandy patches on rock,solitary,sessile,NA,primary producer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,add,NA,NA,NA,4/1/24,Pterocladiella media,1356508,Plantae,Biliphyta,NA,NA,Florideophyceae,Rhodymeniophycidae,Gelidiales,Pterocladiaceae,Pterocladiella,Pterocladiella media,NA,NA,NA,NA,NA,NA,Rhodophyta,Eurhodophytina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2367,Davisia reginae,NA,myxozoan,NA,NA,NA,adult,NA,Both,present,205,all,in Phanerodon vacca,colonial,sessile,NA,parasite,obligate generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,add,NA,NA,NA,4/5/24,Davisia reginae,1379323,Animalia,NA,NA,Cnidaria,Myxozoa,NA,Bivalvulida,Sinuolineidae,Davisia,Davisia reginae,Endocnidozoa,NA,NA,NA,NA,NA,NA,NA,Variisporina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2358,Pseudoallencotyla pricei,Allencotyle pricei; Allencotyla pricei,monogene,NA,NA,NA,adult,NA,Both,present,205,all,on Phanerodon vacca,NA,NA,NA,parasite,obligate specialist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,add,NA,NA,NA,4/5/24,Allencotyle pricei,1264072,Animalia,NA,NA,Platyhelminthes,Monogenea,Polyopisthocotylea,Mazocraeidea,Heteraxinidae,Pseudoallencotyla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2359,Ambipherya sp.,NA,ciliate,NA,NA,NA,adult,NA,N,present,205,all,on Leptocottus armatus gills,NA,NA,NA,parasite,obligate specialist,NA,NA,NA,NA,NA,NA,NA,reported in Love & Moser but unable to find elsewhere. Low confidence,Taxonomic,Species,NA,add,NA,NA,4,4/5/24,Ambipherya,NA,Chromista,Harosa,Alveolata,Ciliophora,Oligohymenophorea,Peritrichia,Sessilida,Scyphidiidae,Ambipherya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2371,Aplanochytrium blankum,NA,microorganism,NA,NA,NA,adult,NA,Both,present,34,low,on Pisaster ochraceus,colonial,sessile,NA,parasite,obligate specialist,NA,NA,NA,NA,NA,NA,NA,sapronotic,Taxonomic,Species,NA,add,NA,NA,NA,4/5/24,Aplanochytrium blankum,NA,Chromista,Harosa,Heterokonta,Bigyra,Labryrinthulea,,Thraustochytrida,Aplanochytriidae,Aplanchochytrium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2363,Archigyrodactylus atherinops,NA,monogene,NA,NA,NA,adult,NA,Both,present,205,low,on Atherinops affinis,colonial,sessile,NA,parasite,obligate specialist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,add,NA,NA,NA,4/5/24,Archigyrodactylus atherinops,NA,Animalia,NA,NA,Platyhelminthes,Monogenea,Monopisthocotylea,Gyrodactylidea,Gyrodactylidae,Archigyrodactylus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2331,Chironomids,NA,insect,midge,free living invertebrate eggs,NA,eggs,NA,Both,abundant,Light & Smith,all,feeding in algal mats of species of Ulva,solitary,sessile,Ulva sp.,non-feeding life stage,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Life Stage,NA,add,NA,NA,NA,4/5/24,Chironomids,118100,Animalia,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2323,coralline algae,NA,coralline algae,NA,NA,varies,NA,NA,Both,common,NONE,all,"varies, can be epiphytic",colonial,sessile,NA,primary producer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Common Name,Assemblage,NA,add,NA,NA,NA,4/1/24,coralline algae,15308,Plantae,Biliphyta,NA,Rhodophyta,Florideophyceae,Corallinophycidae,Corallinales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2322,cyanobacteria,blue-green algae,microorganism,NA,NA,varies,NA,NA,Both,common,NONE,all,"varies, can be epiphytic",colonial,sessile,NA,primary producer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Common Name,Assemblage,NA,add,NA,NA,NA,4/1/24,cyanobacteria,146542,Bacteria,Negibacteria,NA,Cyanobacteria,Cyanophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2325,drift algae,NA,algae,NA,NA,varies,NA,NA,Both,common,NONE,all,"varies, can be epiphytic",colonial,sessile,NA,primary producer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Common Name,Assemblage,NA,add,NA,NA,NA,4/1/24,drift algae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2324,epiphytic diatoms,NA,microalgae,NA,NA,varies,NA,NA,Both,common,NONE,all,"varies, can be epiphytic",colonial,sessile,NA,primary producer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Common Name,Assemblage,NA,add,NA,NA,NA,4/1/24,epiphytic diatoms,148899,Chromista,,NA,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2338,Foraminifera,NA,microorganisms,foraminiferans,NA,NA,adult,NA,Both,common,NA,all,benthic or pelagic,solitary,mobile,NA,omnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Phylum,NA,add,NA,NA,NA,4/5/24,Foraminifera,1410,Chromista,Harosa,Rhizaria,Foraminifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2330,Nocticanace arnaudi,NA,insect,shore fly,free living invertebrate eggs,NA,eggs,NA,Both,present,Light & Smith,all,tide-covered rocks that are clothed with Ulva,solitary,sessile,NA,non-feeding life stage,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Life Stage,NA,add,NA,NA,NA,4/5/24,Nocticanace arnaudi,NA,Animalia,Arthropoda,Insecta,Diptera,Canacidae,Nocticanace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2347,nudibranch eggs,NA,nudibranch,NA,free living invertebrate eggs,NA,eggs,NA,Both,present,NA,all,laid in coils,aggregating,sessile,NA,non-feeding life stage,NA,NA,NA,NA,NA,NA,NA,NA,NA,Common Name,Life Stage,NA,add,NA,NA,NA,4/5/24,nudibranch eggs,1762,Animalia,NA,NA,Mollusca,Gastropoda,Heterobranchia,Nudibranchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2372,Oblongichytrium porteri,NA,microorganism,NA,NA,NA,adult,NA,Both,present,34,low,on Pisaster ochraceus,colonial,sessile,NA,parasite,obligate specialist,NA,NA,NA,NA,NA,NA,NA,sapronotic,Taxonomic,Species,NA,add,NA,NA,NA,4/5/24,Oblongichytrium porteri,NA,Chromista,Harosa,Heterokonta,Bigyra,Labryrinthulea,,Thraustochytrida,Thraustochytriaceae,Oblongichytrium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2334,Oedoparena glauca,NA,insect,fly,free living invertebrate eggs,NA,eggs,NA,NA,present,Light & Smith,all,"predator during its larval stages on the barnacle Balanusglandula, species of Chthamalus.",solitary,sessile,NA,non-feeding life stage,NA,NA,NA,NA,NA,NA,"Balanus, Cthamalus adults",NA,NA,Taxonomic,Life Stage,NA,add,NA,NA,NA,4/5/24,Oedoparena glauca,NA,Animalia,Arthropoda,Insecta,Diptera,Dryomyzidae,Oedoparena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2333,Paraphrosylus praedator,Aphrosylus praedator,insect,long legged fly,free living invertebrate eggs,NA,eggs,NA,N,present,"Morris, Abbott, & Haderlie; Light & Smith",high to middle,on algae,solitary,sessile,"""larval, adult chironimid flies, other small insect, small crustaceas"", Smittia sp.",non-feeding life stage,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Life Stage,NA,add,NA,NA,NA,4/5/24,Paraphrosylus praedator,NA,Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Paraphrosylus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2313,Peyssonnelia sp.,NA,red algae,NA,NA,varies,adult,NA,Both,present,Marine Algae of California,low,"varies, can be epiphtic",solitary,sessile,NA,primary producer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,add,NA,NA,NA,4/1/24,Peyssonnelia,144051,Plantae,Biliphyta,,Rhodophyta,Florideophyceae,Rhodymeniophycidae,Peyssoneliales,Peyssoneliaceae,Peyssonelia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2349,Pseudopotamilla occelata,NA,polychaete,feather duster worm,free living invertebrate eggs,Columbia River to Point Conception,eggs,NA,Both,present,"Morris, Abbott, & Haderlie; Light & Smith",low,spawned,aggregating,mobile,NA,non-feeding life stage,NA,Proboscidactyla circumsabella,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Life Stage,NA,add,NA,NA,NA,4/5/24,Pseudopotamilla occelata,331424,Animalia,NA,NA,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Pseudopotamilla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2348,rotifers,NA,microorganism,NA,zooplankton,NA,adult,NA,Both,present,NA,all,planktonic,aggregating,sessile,NA,omnivore,NA,NA,NA,NA,NA,NA,NA,NA,grouped because it's unclear which genera are potentially rocky intertidal species,Common Name,Phylum,NA,add,NA,NA,NA,4/5/24,rotifers,14260,Animalia,,NA,Rotifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2299,Hedophyllum sessile,Saccharina sessile,algae,sea cabbage,NA,"Aleutian Islands, AK to Monterey, CA",adult,NA,N,rare,MARINe,middle to low,Found on rocks in the mid to low-intertidal zones in sheltered bays to open coasts,solitary,sessile,NA,primary producer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,add,NA,NA,NA,4/1/24,Saccharina sessile,496237,Chromista,Harosa,Heterokonta,Ochrophyta,Phaeophyceae,Fucophycidae,Laminariales,Laminariaceae,Hedophyllum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2336,Sarcophagid flies,NA,insect,carrion fly,free living invertebrate eggs,NA,eggs,NA,NA,uncommon,Light & Smith,all,Large scavenger flies that may occasionally enter the intertidal zone.,solitary,sessile,NA,non-feeding life stage,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Life Stage,NA,add,NA,NA,NA,4/5/24,Sarcophagid flies,1491123,Animalia,NA,NA,Arthropoda,Hexapoda,Insecta,Diptera,Sarcophagidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2370,Stellarchytrium dubum,NA,microorganism,NA,NA,NA,adult,NA,Both,present,34,low,on Pisaster ochraceus,colonial,sessile,NA,parasite,obligate specialist,NA,NA,NA,NA,NA,NA,NA,sapronotic,Taxonomic,Species,NA,add,NA,NA,NA,4/5/24,Stellarchytrium dubum,NA,Chromista,Harosa,Heterokonta,Bigyra,Labryrinthulea,NA,Labyrinthulida,NA,Stellarchytrium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA