"man_edits","id.x","species","alternate_nomenclature","category","common_name","functional_role","range","life_stage","body_size_mm","n_s_both","commonality","source","zone","habitat_notes","solitary_aggregating_colonial","mobile_or_sessile","preys_on","trophic_strategy","how_picky","eaten_by","non_trophic_epicommensal_w","mutualist_w","parasitized_by","unknown_symbiosis","parasitic_on","how_picky_symbiotically","notes","node_type","node_resolution","aphia","kingdom","phylum","subphylum","infraphylum","megaclass","superclass","class","order","family","genus","subclass","suborder","superfamily","subfamily","infraorder"
"2-Jun-24",3057,"Parvatrema obscurus",NA,"trematode",NA,NA,"host range","metacercaria",NA,"Both","present","386","host zone","host","aggregating",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-Jun-24",3058,"Maritrema megametrios",NA,"trematode",NA,NA,"host range","metacercaria",NA,"Both","present","386","host zone","host","aggregating",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Species","767833","Animalia","Platyhelminthes","Rhabditophora",NA,NA,"Neodermata","Trematoda","Plagiorchiida","Microphallidae","Maritrema","Digenea","Xiphidiata","Microphalloidea","Maritrematinae",NA
"2-Jun-24",3059,"Ascorhytis charadriformis",NA,"trematode",NA,NA,"host range","sporocyst",NA,"Both","present","386","host zone","host","colonial",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Species","767759","Animalia","Platyhelminthes","Rhabditophora",NA,NA,"Neodermata","Trematoda","Plagiorchiida","Microphallidae","Ascorhytis","Digenea","Xiphidiata","Microphalloidea","Levinseniellinae",NA
"2-Jun-24",3060,"Ascorhytis charadriformis",NA,"trematode",NA,NA,"host range","metacercaria",NA,"Both","present","386","host zone","host","aggregating",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Species","767759","Animalia","Platyhelminthes","Rhabditophora",NA,NA,"Neodermata","Trematoda","Plagiorchiida","Microphallidae","Ascorhytis","Digenea","Xiphidiata","Microphalloidea","Levinseniellinae",NA
"2-Jun-24",3061,"Microphallus nicolli",NA,"trematode",NA,NA,"host range","sporocyst",NA,"Both","present","386","host zone","host","colonial",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Species","767875","Animalia","Platyhelminthes","Rhabditophora",NA,NA,"Neodermata","Trematoda","Plagiorchiida","Microphallidae","Microphallus","Digenea","Xiphidiata","Microphalloidea","Microphallinae",NA
"2-Jun-24",3062,"Microphallus pirum",NA,"trematode",NA,NA,"host range","sporocyst",NA,"Both","present","386","host zone","host","colonial",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-Jun-24",3063,"Microphallus pirum",NA,"trematode",NA,NA,"host range","metacercaria",NA,"Both","present","386","host zone","host","aggregating",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-Jun-24",3064,"Microphallus pygmaeus",NA,"trematode",NA,NA,"host range","sporocyst",NA,"Both","present","386","host zone","host","colonial",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Species","109018","Animalia","Platyhelminthes","Rhabditophora",NA,NA,"Neodermata","Trematoda","Plagiorchiida","Microphallidae","Microphallus","Digenea","Xiphidiata","Microphalloidea","Microphallinae",NA
"2-Jun-24",3065,"Microphallus sp. mihi",NA,"trematode",NA,NA,"host range","sporocyst",NA,"Both","present","386","host zone","host","colonial",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Common Name","Morphospecies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-Jun-24",3066,"Microphallid Cercaria mihi 8",NA,"trematode",NA,NA,"host range","sporocyst",NA,"Both","present","386","host zone","host","colonial",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Common Name","Morphospecies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-Jun-24",3067,"Cercaria searlesiae",NA,"trematode",NA,NA,"host range","redia",NA,"Both","present","386","host zone","host","colonial",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,"Lirabuccinum dirum",NA,NA,"Taxonomic","Species","1611052","Animalia","Platyhelminthes","Rhabditophora",NA,NA,"Neodermata","Trematoda","Digenea incertae sedis",NA,"Cercaria","Digenea",NA,NA,NA,NA
"2-Jun-24",3068,"Opecoelid Metacercaria",NA,"trematode",NA,NA,"host range","metacercaria",NA,"Both","present","386","host zone","host","aggregating",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Common Name","Unidentified Species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-Jun-24",3069,"Renicola thaidus",NA,"trematode",NA,NA,"host range","sporocyst",NA,"Both","present","386","host zone","host","colonial",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Species","767958","Animalia","Platyhelminthes","Rhabditophora",NA,NA,"Neodermata","Trematoda","Plagiorchiida","Renicolidae","Renicola","Digenea","Xiphidiata","Microphalloidea",NA,NA
"2-Jun-24",3070,"Renicola thaidus",NA,"trematode",NA,NA,"host range","metacercaria",NA,"Both","present","386","host zone","host","aggregating",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Species","767958","Animalia","Platyhelminthes","Rhabditophora",NA,NA,"Neodermata","Trematoda","Plagiorchiida","Renicolidae","Renicola","Digenea","Xiphidiata","Microphalloidea",NA,NA
"2-Jun-24",3071,"Lepocreadiid Cercaria mihi 11",NA,"trematode",NA,NA,"host range","redia",NA,"Both","present","386","host zone","host","colonial",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,"Alia carinata",NA,NA,"Common Name","Morphospecies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-Jun-24",3072,"Notocotylid Cercaria mihi 12",NA,"trematode",NA,NA,"host range","redia",NA,"Both","present","386","host zone","host","colonial",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Common Name","Morphospecies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-Jun-24",3073,"Himasthla sp. Cercaria mihi 13",NA,"trematode",NA,NA,"host range","redia",NA,"Both","present","386","host zone","host","colonial",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Common Name","Morphospecies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-Jun-24",3074,"Parorchis acanthus",NA,"trematode",NA,NA,"host range","redia",NA,"Both","present","386","host zone","host","colonial",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Species","158687","Animalia","Platyhelminthes","Rhabditophora",NA,NA,"Neodermata","Trematoda","Plagiorchiida","Philophthalmidae","Parorchis","Digenea","Echinostomata","Echinostomatoidea","Parorchiinae",NA
"2-Jun-24",3075,"Psilostomum magniovum",NA,"trematode",NA,NA,"host range","redia",NA,"Both","present","386","host zone","host","colonial",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Species","1568882","Animalia","Platyhelminthes","Rhabditophora",NA,NA,"Neodermata","Trematoda","Plagiorchiida","Psilostomidae","Psilostomum","Digenea","Echinostomata","Echinostomatoidea","Psilostominae",NA
"2-Jun-24",3076,"Psilostomum magniovum",NA,"trematode",NA,NA,"host range","metacercaria",NA,"Both","present","386","host zone","host","aggregating",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Species","1568882","Animalia","Platyhelminthes","Rhabditophora",NA,NA,"Neodermata","Trematoda","Plagiorchiida","Psilostomidae","Psilostomum","Digenea","Echinostomata","Echinostomatoidea","Psilostominae",NA
"2-Jun-24",3077,"Cryptocotyle lingua",NA,"trematode",NA,NA,"host range","redia",NA,"Both","present","386, 109","host zone","host","colonial",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Species","109051","Animalia","Platyhelminthes","Rhabditophora",NA,NA,"Neodermata","Trematoda","Plagiorchiida","Opisthorchiidae","Cryptocotyle","Digenea","Opisthorchiata","Opisthorchioidea","Cryptocotylinae",NA
"2-Jun-24",3078,"Cercaria foliatae",NA,"trematode",NA,NA,"host range","sporocyst",NA,"Both","present","386","host zone","host","colonial",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Species","1611047","Animalia","Platyhelminthes","Rhabditophora",NA,NA,"Neodermata","Trematoda","Digenea incertae sedis",NA,"Cercaria","Digenea",NA,NA,NA,NA
"2-Jun-24",3079,"Cercaria margaritensis",NA,"trematode",NA,NA,"host range",NA,NA,"Both","present","386","host zone","host","solitary",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Species","736134","Animalia","Platyhelminthes","Rhabditophora",NA,NA,"Neodermata","Trematoda","Digenea incertae sedis",NA,"Cercaria","Digenea",NA,NA,NA,NA
"2-Jun-24",3080,"Profilicollis botulus",NA,"acanthocephalan",NA,NA,"host range","cystacanth",NA,"Both","present","386","host zone","host","solitary",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Species","448883","Animalia","Acanthocephala",NA,NA,NA,NA,"Palaeacanthocephala","Polymorphida","Polymorphidae","Profilicollis",NA,NA,NA,NA,NA
"2-Jun-24",3081,"Echinocephalus pseudouncinatus",NA,"nematode",NA,NA,"host range","juvenile",NA,"Both","present","386","host zone","host","solitary",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Species","459018","Animalia","Nematoda",NA,NA,NA,NA,"Chromadorea","Rhabditida","Gnathostomatidae","Echinocephalus","Chromadoria","Spirurina","Gnathostomatoidea","Gnathostomatinae","Gnathostomatomorpha"
"2-Jun-24",3082,"Ascarophis sp. 1",NA,"nematode",NA,NA,"host range","juvenile",NA,"Both","present","386","host zone","host","solitary",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Common Name","Morphospecies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-Jun-24",3083,"Ascarophis sp. 2",NA,"nematode",NA,NA,"host range","juvenile",NA,"Both","present","386","host zone","host","solitary",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Common Name","Morphospecies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-Jun-24",3084,"Ascarophis sp.",NA,"nematode",NA,NA,"host range","juvenile",NA,"Both","present","386","host zone","host","solitary",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Genus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-Jun-24",3085,"Gymnophallus obscurus",NA,"trematode",NA,NA,"host range","metacercariae",NA,"Both","present","387","host zone","host","aggregating",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Species","728880","Animalia","Platyhelminthes","Rhabditophora",NA,NA,"Neodermata","Trematoda","Plagiorchiida","Gymnophallidae","Gymnophallus","Digenea","Gymnophallata","Gymnophalloidea",NA,NA
"2-Jun-24",3086,"Gymnophallus obscurus",NA,"trematode",NA,NA,"host range","adult",NA,"Both","present","387","host zone","host","solitary",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Species","728880","Animalia","Platyhelminthes","Rhabditophora",NA,NA,"Neodermata","Trematoda","Plagiorchiida","Gymnophallidae","Gymnophallus","Digenea","Gymnophallata","Gymnophalloidea",NA,NA
"2-Jun-24",3087,"Cryptocotyle lingua",NA,"trematode",NA,NA,"host range","adult",NA,"Both","present","388, 109","host zone","host","solitary",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Species","109051","Animalia","Platyhelminthes","Rhabditophora",NA,NA,"Neodermata","Trematoda","Plagiorchiida","Opisthorchiidae","Cryptocotyle","Digenea","Opisthorchiata","Opisthorchioidea","Cryptocotylinae",NA
"2-Jun-24",3088,"Echinostephilla haematopi",NA,"trematode",NA,NA,"host range","adult",NA,"Both","present","388","host zone","host","solitary",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Species","1446668","Animalia","Platyhelminthes","Rhabditophora",NA,NA,"Neodermata","Trematoda","Plagiorchiida","Philophthalmidae","Echinostephilla","Digenea","Echinostomata","Echinostomatoidea","Echinostephillinae",NA
"2-Jun-24",3089,"Levinseniella propinqua",NA,"trematode",NA,NA,"host range","adult",NA,"Both","present","388","host zone","host","solitary",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Species","109001","Animalia","Platyhelminthes","Rhabditophora",NA,NA,"Neodermata","Trematoda","Plagiorchiida","Microphallidae","Levinseniella","Digenea","Xiphidiata","Microphalloidea","Levinseniellinae",NA
"2-Jun-24",3090,"Microphallus primas",NA,"trematode",NA,NA,"host range","adult",NA,"Both","present","388","host zone","host","solitary",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Species","109017","Animalia","Platyhelminthes","Rhabditophora",NA,NA,"Neodermata","Trematoda","Plagiorchiida","Microphallidae","Microphallus","Digenea","Xiphidiata","Microphalloidea","Microphallinae",NA
"2-Jun-24",3091,"Plenosoma minimum",NA,"trematode",NA,NA,"host range","adult",NA,"Both","present","388","host zone","host","solitary",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Species","767901","Animalia","Platyhelminthes","Rhabditophora",NA,NA,"Neodermata","Trematoda","Plagiorchiida","Microphallidae","Plenosoma","Digenea","Xiphidiata","Microphalloidea","Maritrematinae",NA
"2-Jun-24",3092,"Plagiorchis noblei",NA,"trematode",NA,NA,"host range","adult",NA,"Both","present","389","host zone","host","solitary",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Species","1733177","Animalia","Platyhelminthes","Rhabditophora",NA,NA,"Neodermata","Trematoda","Plagiorchiida","Plagiorchiidae","Plagiorchis","Digenea","Xiphidiata","Plagiorchioidea",NA,NA
"2-Jun-24",3093,"Spelotrema nicolli",NA,"trematode",NA,NA,"host range","adult",NA,"Both","present","390","host zone","host","solitary",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Species","1366103","Animalia","Platyhelminthes","Rhabditophora",NA,NA,"Neodermata","Trematoda","Plagiorchiida","Microphallidae","Spelotrema","Digenea","Xiphidiata","Microphalloidea","Microphallinae",NA
"2-Jun-24",3094,"Levinseniella chadriformis",NA,"trematode",NA,NA,"host range","adult",NA,"Both","present","390","host zone","host","solitary",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-Jun-24",3095,"Spelotrema pygmaeum",NA,"trematode",NA,NA,"host range","sporocyst",NA,"Both","present","109","host zone","host","colonial",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Species","1331626","Animalia","Platyhelminthes","Rhabditophora",NA,NA,"Neodermata","Trematoda","Plagiorchiida","Microphallidae","Spelotrema","Digenea","Xiphidiata","Microphalloidea","Microphallinae",NA
"2-Jun-24",3096,"Spelotrema pygmaeum",NA,"trematode",NA,NA,"host range","adult",NA,"Both","present","109","host zone","host","solitary",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Species","1331626","Animalia","Platyhelminthes","Rhabditophora",NA,NA,"Neodermata","Trematoda","Plagiorchiida","Microphallidae","Spelotrema","Digenea","Xiphidiata","Microphalloidea","Microphallinae",NA
"2-Jun-24",3097,"Maritrema",NA,"trematode",NA,NA,"host range","parthenitae",NA,"Both","present","109","host zone","host","colonial",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Genus","108586","Animalia","Platyhelminthes","Rhabditophora",NA,NA,"Neodermata","Trematoda","Plagiorchiida","Microphallidae","Maritrema","Digenea","Xiphidiata","Microphalloidea","Maritrematinae",NA
"2-Jun-24",3098,"Unidentified microphallid",NA,"trematode",NA,NA,"host range","parthenitae",NA,"Both","present","109","host zone","host","colonial",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Common Name","Unidentified Species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-Jun-24",3099,"Echinostome cercaria I",NA,"trematode",NA,NA,"host range","parthenitae",NA,"Both","present","109","host zone","host","colonial",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Common Name","Morphospecies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-Jun-24",3100,"Echinostome cercaria I",NA,"trematode",NA,NA,"host range","metacercaria",NA,"Both","present","109","host zone","host","aggregating",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Common Name","Morphospecies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-Jun-24",3101,"Echinostome cercaria II",NA,"trematode",NA,NA,"host range","metacercaria",NA,"Both","present","109","host zone","host","aggregating",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Common Name","Morphospecies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-Jun-24",3102,"Cryptocotyle lingua",NA,"trematode",NA,NA,"host range","cercaria",NA,"Both","present","109","host zone","host","colonial",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,"pleurolophocercous cercaria","Taxonomic","Species","109051","Animalia","Platyhelminthes","Rhabditophora",NA,NA,"Neodermata","Trematoda","Plagiorchiida","Opisthorchiidae","Cryptocotyle","Digenea","Opisthorchiata","Opisthorchioidea","Cryptocotylinae",NA
"2-Jun-24",3103,"Cryptocotyle lingua",NA,"trematode",NA,NA,"host range","metacercaria",NA,"Both","present","109","host zone","host","aggregating",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taxonomic","Species","109051","Animalia","Platyhelminthes","Rhabditophora",NA,NA,"Neodermata","Trematoda","Plagiorchiida","Opisthorchiidae","Cryptocotyle","Digenea","Opisthorchiata","Opisthorchioidea","Cryptocotylinae",NA
"2-Jun-24",3104,"Unidentified rediae",NA,"trematode",NA,NA,"host range","redia",NA,"Both","present","109","host zone","host","colonial",NA,NA,"parasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Common Name","Unidentified Species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
